央视频道,#genre#
四川卫视,http://144.7.38.154:808/hls/37/index.m3u8
四川卫视,http://175.11.138.93:808/hls/33/index.m3u8
四川卫视,http://182.46.8.141:8018/hls/74/index.m3u8
四川卫视,http://222.89.28.118:808/hls/76/index.m3u8
天津卫视,http://1.80.12.4:10000/hls/26/index.m3u8
天津卫视,http://113.240.177.236:8082/hls/26/index.m3u8
天津卫视,http://120.192.226.35:8009/hls/44/index.m3u8
天津卫视,http://123.10.76.183:808/hls/38/index.m3u8
天津卫视,http://123.10.76.97:808/hls/38/index.m3u8
天津卫视,http://123.10.79.77:808/hls/38/index.m3u8
天津卫视,http://144.7.38.154:808/hls/32/index.m3u8
天津卫视,http://175.11.138.93:808/hls/19/index.m3u8
天津卫视,http://182.46.8.141:8018/hls/47/index.m3u8
天津卫视,http://222.89.28.118:808/hls/78/index.m3u8
宁夏卫视,http://113.240.177.236:8082/hls/45/index.m3u8
宁夏卫视,http://120.192.226.35:8009/hls/52/index.m3u8
宁夏卫视,http://123.10.76.183:808/hls/59/index.m3u8
宁夏卫视,http://123.10.76.97:808/hls/59/index.m3u8
宁夏卫视,http://123.10.79.77:808/hls/59/index.m3u8
宁夏卫视,http://144.7.38.154:808/hls/53/index.m3u8
宁夏卫视,http://175.11.138.93:808/hls/34/index.m3u8
宁夏卫视,http://182.46.8.141:8018/hls/68/index.m3u8
宁夏卫视,http://222.89.28.118:808/hls/82/index.m3u8
安徽卫视,http://120.192.226.35:8009/hls/42/index.m3u8
安徽卫视,http://123.10.76.183:808/hls/40/index.m3u8
安徽卫视,http://123.10.76.97:808/hls/40/index.m3u8
安徽卫视,http://123.10.79.77:808/hls/40/index.m3u8
安徽卫视,http://144.7.38.154:808/hls/30/index.m3u8
安徽卫视,http://175.11.138.93:808/hls/23/index.m3u8
安徽卫视,http://182.46.8.141:8018/hls/48/index.m3u8
安徽卫视,http://222.89.28.118:808/hls/68/index.m3u8
山东卫视,http://1.80.12.4:10000/hls/27/index.m3u8
山东卫视,http://113.240.177.236:8082/hls/34/index.m3u8
山东卫视,http://120.192.226.35:8009/hls/40/index.m3u8
山东卫视,http://123.10.76.183:808/hls/39/index.m3u8
山东卫视,http://123.10.76.97:808/hls/39/index.m3u8
山东卫视,http://123.10.79.77:808/hls/39/index.m3u8
山东卫视,http://144.7.38.154:808/hls/34/index.m3u8
山东卫视,http://175.11.138.93:808/hls/24/index.m3u8
山东卫视,http://182.46.8.141:8018/hls/20/index.m3u8
山东卫视,http://222.89.28.118:808/hls/67/index.m3u8
山东教育卫视,http://182.46.8.141:8018/hls/16/index.m3u8
山西卫视,http://1.80.12.4:10000/hls/32/index.m3u8
山西卫视,http://113.240.177.236:8082/hls/43/index.m3u8
山西卫视,http://120.192.226.35:8009/hls/49/index.m3u8
山西卫视,http://123.10.76.183:808/hls/56/index.m3u8
山西卫视,http://123.10.76.97:808/hls/56/index.m3u8
山西卫视,http://123.10.79.77:808/hls/56/index.m3u8
山西卫视,http://144.7.38.154:808/hls/49/index.m3u8
山西卫视,http://175.11.138.93:808/hls/35/index.m3u8
山西卫视,http://182.46.8.141:8018/hls/70/index.m3u8
山西卫视,http://222.89.28.118:808/hls/86/index.m3u8
广东卫视,http://1.80.12.4:10000/hls/25/index.m3u8
广东卫视,http://113.240.177.236:8082/hls/24/index.m3u8
