2025/04/25 16:11更新,#genre#
CCTV14,http://211.141.56.169:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.52.109.27:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.159.125.38:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://221.213.91.38:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://221.213.91.113:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://221.213.91.104:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://221.213.91.133:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://36.44.157.169:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://175.0.78.209:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://183.131.246.250:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.234.108:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.234.170:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://183.186.88.251:8899/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://125.42.150.152:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.234.34:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://211.141.56.169:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.235.164:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://123.159.125.38:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://221.213.91.38:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://221.213.91.113:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://221.213.91.104:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://221.213.91.133:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://36.44.157.169:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://175.0.78.209:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://123.52.109.27:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://211.141.56.169:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://211.141.56.169:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV女性时尚,http://211.141.56.169:9901/tsfile/live/0012_2.m3u8?key=txiptv&playlive=1&authid=0
CHC电影,http://211.141.56.169:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV文化精品,http://211.141.56.169:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://211.141.56.169:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV世界地理,http://211.141.56.169:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://211.141.56.169:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVCCTV台球,http://211.141.56.169:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://211.141.56.169:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV兵器科技,http://211.141.56.169:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://211.141.56.169:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://211.141.56.169:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV世界地理,http://59.32.97.103:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://59.32.97.103:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV高尔夫.网球,http://59.32.97.103:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://119.129.173.245:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://180.140.134.27:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://36.40.236.248:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.136.38.87:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://119.129.172.235:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
