北京联通,#genre#
新密综合频道,http:///rtp/239.16.20.41:10410
登封综合,http:///rtp/239.16.20.42:10420
巩义综合,http:///rtp/239.16.20.43:10430
荥阳综合频道,http:///rtp/239.16.20.44:10440
新郑TV-1,http:///rtp/239.16.20.45:10450
渑池新闻综合,http:///rtp/239.16.20.47:10470
淅川电视台-1,http:///rtp/239.16.20.48:10480
新蔡TV,http:///rtp/239.16.20.49:10490
镇平新闻综合,http:///rtp/239.16.20.50:10500
健康中原,http:///rtp/239.16.20.52:10520
灵宝综合频道,http:///rtp/239.16.20.59:10590
宝丰TV-1,http:///rtp/239.16.20.63:10630
金鹰纪实,http:///rtp/239.16.20.153:11530
快乐垂钓,http:///rtp/239.16.20.67:10670
茶频道,http:///rtp/239.16.20.68:10680
先锋乒羽,http:///rtp/239.16.20.69:10690
CETV-1,http:///rtp/239.16.20.78:10780
优漫卡通,http:///rtp/239.16.20.103:11030
金鹰卡通,http:///rtp/239.16.20.104:11040
少儿,http:///rtp/239.16.20.105:11050
哈哈炫动,http:///rtp/239.16.20.106:11060
嘉佳卡通,http:///rtp/239.16.20.107:11070
南乐综合,http:///rtp/239.16.20.108:11080
义马电视台,http:///rtp/239.16.20.109:11090
美食汇,http:///rtp/239.16.20.117:11170
棋牌汇,http:///rtp/239.16.20.118:11180
江西陶瓷,http:///rtp/239.16.20.124:11240
摄影频道,http:///rtp/239.16.20.125:11250
天元围棋,http:///rtp/239.16.20.126:11260
体育赛事,http:///rtp/239.16.20.128:11280
书画频道,http:///rtp/239.16.20.130:11300
环球旅游,http:///rtp/239.16.20.131:11310
中华特产,http:///rtp/239.16.20.132:11320
新影老故事,http:///rtp/239.16.20.133:11330
车迷频道,http:///rtp/239.16.20.134:11340
渑池新闻综合,http:///rtp/239.16.20.135:11350
鹤壁新闻综合,http:///rtp/239.16.20.142:11420
安阳新闻综合,http:///rtp/239.16.20.144:11440
三门峡新闻综合,http:///rtp/239.16.20.145:11450
济源-1,http:///rtp/239.16.20.174:11740
濮阳新闻综合,http:///rtp/239.16.20.175:11750
濮阳公共,http:///rtp/239.16.20.184:11840
新县综合,http:///rtp/239.16.20.183:11830
卫辉电视台,http:///rtp/239.16.20.191:11910
孟津综合,http:///rtp/239.16.20.192:11920
安阳科教,http:///rtp/239.16.20.193:11930
通许综合,http:///rtp/239.16.20.198:11980
淇县电视台,http:///rtp/239.16.20.205:12050
宜阳综合,http:///rtp/239.16.20.206:12060
汝阳综合频道,http:///rtp/239.16.20.207:12070
原阳电视台,http:///rtp/239.16.20.208:12080
宝丰-1,http:///rtp/239.16.20.209:12090
延津电视台,http:///rtp/239.16.20.210:12100
江西陶瓷,http:///rtp/239.16.20.214:12140
体育赛事,http:///rtp/239.16.20.215:12150
大象新闻,http:///rtp/239.16.20.216:12160
大剧院,http:///rtp/239.16.20.217:12170
舞钢电视台-1,http:///rtp/239.16.20.227:12270
内黄综合,http:///rtp/239.16.20.228:12280
国学频道,http:///rtp/239.16.20.232:12320
嵩县综合新闻,http:///rtp/239.16.20.234:12340
郏县综合,http:///rtp/239.16.20.235:12350
CGTN,http:///rtp/239.16.20.252:12520
禹州电视台,http:///rtp/239.16.10.39:2000
浉河广电中心,http:///rtp/239.16.10.72:2000
平桥广电中心,http:///rtp/239.16.10.73:2000
杞县新闻综合,http:///rtp/239.16.10.80:2000
郸城,http:///rtp/239.16.10.84:2000
永城新闻联播,http:///rtp/239.16.10.93:2000
光山综合,http:///rtp/239.16.10.94:2000
唐河TV-1,http:///rtp/239.16.10.95:2000
上蔡-1,http:///rtp/239.16.10.97:2000
舞阳新闻综合,http:///rtp/239.16.10.179:2000
临颍综合,http:///rtp/239.16.10.180:2000
项城电视台,http:///rtp/239.16.10.214:2000
河南IPTV导视,http:///rtp/239.16.10.218:2000
山西电信,#genre#
山西卫视,http://110.178.52.75:8082/udp/239.1.1.1:8001
黄河电视台,http://110.178.52.75:8082/udp/239.1.1.2:8002
山西经济与科技,http://110.178.52.75:8082/udp/239.1.1.3:8003
山西影视,http://110.178.52.75:8082/udp/239.1.1.4:8004
山西社会与法治,http://110.178.52.75:8082/udp/239.1.1.5:8005
山西文体生活,http://110.178.52.75:8082/udp/239.1.1.6:8006
CCTV-1,http://110.178.52.75:8082/udp/239.1.1.7:8007
CCTV-2,http://110.178.52.75:8082/udp/239.1.1.8:8008
CCTV-3,http://110.178.52.75:8082/udp/239.1.1.9:8009
CCTV-4,http://110.178.52.75:8082/udp/239.1.1.10:8010
CCTV-5,http://110.178.52.75:8082/udp/239.1.1.11:8011
CCTV-5+,http://110.178.52.75:8082/udp/239.1.1.12:8012
CCTV-6,http://110.178.52.75:8082/udp/239.1.1.13:8013
CCTV-7,http://110.178.52.75:8082/udp/239.1.1.14:8014
CCTV-8,http://110.178.52.75:8082/udp/239.1.1.15:8015
CCTV-9,http://110.178.52.75:8082/udp/239.1.1.16:8016
CCTV-10,http://110.178.52.75:8082/udp/239.1.1.17:8017
CCTV-11,http://110.178.52.75:8082/udp/239.1.1.18:8018
CCTV-12,http://110.178.52.75:8082/udp/239.1.1.19:8019
CCTV-13,http://110.178.52.75:8082/udp/239.1.1.20:8020
CCTV-14,http://110.178.52.75:8082/udp/239.1.1.21:8021
CCTV-15,http://110.178.52.75:8082/udp/239.1.1.22:8022
CCTV-16,http://110.178.52.75:8082/udp/239.1.1.122:8122
CCTV-17,http://110.178.52.75:8082/udp/239.1.1.23:8023
CCTV-风云剧场,http://110.178.52.75:8082/udp/239.1.1.93:8093
CCTV-第一剧场,http://110.178.52.75:8082/udp/239.1.1.94:8094
CCTV-怀旧剧场,http://110.178.52.75:8082/udp/239.1.1.95:8095
湖南卫视,http://110.178.52.75:8082/udp/239.1.1.28:8028
四川卫视,http://110.178.52.75:8082/udp/239.1.1.29:8029
东方卫视,http://110.178.52.75:8082/udp/239.1.1.31:8031
浙江卫视,http://110.178.52.75:8082/udp/239.1.1.38:8038
深圳卫视,http://110.178.52.75:8082/udp/239.1.1.39:8039
广西卫视,http://110.178.52.75:8082/udp/239.1.1.40:8040
北京卫视,http://110.178.52.75:8082/udp/239.1.1.41:8041
湖北卫视,http://110.178.52.75:8082/udp/239.1.1.32:8032
东南卫视,http://110.178.52.75:8082/udp/239.1.1.33:8033
河南卫视,http://110.178.52.75:8082/udp/239.1.1.34:8034
江苏卫视,http://110.178.52.75:8082/udp/239.1.1.35:8035
重庆卫视,http://110.178.52.75:8082/udp/239.1.1.36:8036
黑龙江卫视,http://110.178.52.75:8082/udp/239.1.1.37:8037
辽宁卫视,http://110.178.52.75:8082/udp/239.1.1.42:8042
贵州卫视,http://110.178.52.75:8082/udp/239.1.1.43:8043
安徽卫视,http://110.178.52.75:8082/udp/239.1.1.44:8044
吉林卫视,http://110.178.52.75:8082/udp/239.1.1.30:8030
天津卫视,http://110.178.52.75:8082/udp/239.1.1.46:8046
山东卫视,http://110.178.52.75:8082/udp/239.1.1.47:8047
河北卫视,http://110.178.52.75:8082/udp/239.1.1.48:8048
广东卫视,http://110.178.52.75:8082/udp/239.1.1.49:8049
江西卫视,http://110.178.52.75:8082/udp/239.1.1.52:8052
陕西卫视,http://110.178.52.75:8082/udp/239.1.1.50:8050
甘肃卫视,http://110.178.52.75:8082/udp/239.1.1.51:8051
青海卫视,http://110.178.52.75:8082/udp/239.1.1.53:8053
云南卫视,http://110.178.52.75:8082/udp/239.1.1.54:8054
海南卫视,http://110.178.52.75:8082/udp/239.1.1.55:8055
宁夏卫视,http://110.178.52.75:8082/udp/239.1.1.56:8056
西藏卫视,http://110.178.52.75:8082/udp/239.1.1.57:8057
兵团卫视,http://110.178.52.75:8082/udp/239.1.1.58:8058
新疆卫视,http://110.178.52.75:8082/udp/239.1.1.59:8059
内蒙古卫视,http://110.178.52.75:8082/udp/239.1.1.60:8060
CCTV-女性时尚,http://110.178.52.75:8082/udp/239.1.1.89:8089
CCTV-电视指南,http://110.178.52.75:8082/udp/239.1.1.90:8090
CCTV-文化精品,http://110.178.52.75:8082/udp/239.1.1.91:8091
CCTV-风云音乐,http://110.178.52.75:8082/udp/239.1.1.96:8096
CCTV-兵器科技,http://110.178.52.75:8082/udp/239.1.1.97:8097
CCTV-世界地理,http://110.178.52.75:8082/udp/239.1.1.99:8099
CCTV-央视台球,http://110.178.52.75:8082/udp/239.1.1.100:8100
CCTV-风云足球,http://110.178.52.75:8082/udp/239.1.1.101:8101
CCTV-高尔夫网球,http://110.178.52.75:8082/udp/239.1.1.102:8102
中国教育电视台1,http://110.178.52.75:8082/udp/239.1.1.65:8065
中国教育电视台2,http://110.178.52.75:8082/udp/239.1.1.66:8066
中国教育电视台4,http://110.178.52.75:8082/udp/239.1.1.67:8067
环球奇观,http://110.178.52.75:8082/udp/239.1.1.98:8098
发现之旅,http://110.178.52.75:8082/udp/239.1.1.103:8103
纪实人文,http://110.178.52.75:8082/udp/239.1.1.45:8045
中学生,http://110.178.52.75:8082/udp/239.1.1.104:8104
金鹰卡通,http://110.178.52.75:8082/udp/239.1.1.61:8061
卡酷少儿,http://110.178.52.75:8082/udp/239.1.1.62:8062
金鹰纪实,http://110.178.52.75:8082/udp/239.1.1.63:8063
哈哈炫动,http://110.178.52.75:8082/udp/239.1.1.64:8064
嘉佳卡通,http://110.178.52.75:8082/udp/239.1.1.68:8068
大湾区卫视,http://110.178.52.75:8082/udp/239.1.1.69:8069
三沙卫视,http://110.178.52.75:8082/udp/239.1.1.70:8070
厦门卫视,http://110.178.52.75:8082/udp/239.1.1.71:8071
优漫卡通,http://110.178.52.75:8082/udp/239.1.1.72:8072
农林卫视,http://110.178.52.75:8082/udp/239.1.1.73:8073
山东教育,http://110.178.52.75:8082/udp/239.1.1.74:8074
魅力足球,http://110.178.52.75:8082/udp/239.1.1.75:8075
生活时尚,http://110.178.52.75:8082/udp/239.1.1.76:8076
茶频道,http://110.178.52.75:8082/udp/239.1.1.77:8077
法治天地,http://110.178.52.75:8082/udp/239.1.1.79:8079
动漫秀场,http://110.178.52.75:8082/udp/239.1.1.80:8080
都市剧场,http://110.178.52.75:8082/udp/239.1.1.81:8081
金色学堂,http://110.178.52.75:8082/udp/239.1.1.82:8082
游戏风云,http://110.178.52.75:8082/udp/239.1.1.83:8083
乐游,http://110.178.52.75:8082/udp/239.1.1.84:8084
东方财经,http://110.178.52.75:8082/udp/239.1.1.85:8085
快乐垂钓,http://110.178.52.75:8082/udp/239.1.1.86:8086
老故事,http://110.178.52.75:8082/udp/239.1.1.87:8087
书画频道,http://110.178.52.75:8082/udp/239.1.1.88:8088
汽摩,http://110.178.52.75:8082/udp/239.1.1.92:8092
百姓健康,http://110.178.52.75:8082/udp/239.1.1.105:8105
中华特产,http://110.178.52.75:8082/udp/239.1.1.106:8106
中国天气,http://110.178.52.75:8082/udp/239.1.1.107:8107
证券服务,http://110.178.52.75:8082/udp/239.1.1.108:8108
车迷频道,http://110.178.52.75:8082/udp/239.1.1.109:8109
生态环境,http://110.178.52.75:8082/udp/239.1.1.110:8110
四海钓鱼,http://110.178.52.75:8082/udp/239.1.1.111:8111
财富天下,http://110.178.52.75:8082/udp/239.1.1.113:8113
优优宝贝,http://110.178.52.75:8082/udp/239.1.1.114:8114
环球旅游,http://110.178.52.75:8082/udp/239.1.1.116:8116
晋中综合,http://110.178.52.75:8082/udp/239.1.1.120:8120
晋中公共,http://110.178.52.75:8082/udp/239.1.1.121:8121
运城1台,http://110.178.52.75:8082/udp/239.1.1.123:8123
运城2台,http://110.178.52.75:8082/udp/239.1.1.124:8124
盐湖频道,http://110.178.52.75:8082/udp/239.1.1.125:8125
山西卫视,http://110.178.52.75:8083/udp/239.1.1.1:8001
黄河电视台,http://110.178.52.75:8083/udp/239.1.1.2:8002
山西经济与科技,http://110.178.52.75:8083/udp/239.1.1.3:8003
山西影视,http://110.178.52.75:8083/udp/239.1.1.4:8004
山西社会与法治,http://110.178.52.75:8083/udp/239.1.1.5:8005
山西文体生活,http://110.178.52.75:8083/udp/239.1.1.6:8006
CCTV-1,http://110.178.52.75:8083/udp/239.1.1.7:8007
CCTV-2,http://110.178.52.75:8083/udp/239.1.1.8:8008
CCTV-3,http://110.178.52.75:8083/udp/239.1.1.9:8009
CCTV-4,http://110.178.52.75:8083/udp/239.1.1.10:8010
CCTV-5,http://110.178.52.75:8083/udp/239.1.1.11:8011
CCTV-5+,http://110.178.52.75:8083/udp/239.1.1.12:8012
CCTV-6,http://110.178.52.75:8083/udp/239.1.1.13:8013
CCTV-7,http://110.178.52.75:8083/udp/239.1.1.14:8014
CCTV-8,http://110.178.52.75:8083/udp/239.1.1.15:8015
CCTV-9,http://110.178.52.75:8083/udp/239.1.1.16:8016
CCTV-10,http://110.178.52.75:8083/udp/239.1.1.17:8017
CCTV-11,http://110.178.52.75:8083/udp/239.1.1.18:8018
CCTV-12,http://110.178.52.75:8083/udp/239.1.1.19:8019
CCTV-13,http://110.178.52.75:8083/udp/239.1.1.20:8020
CCTV-14,http://110.178.52.75:8083/udp/239.1.1.21:8021
CCTV-15,http://110.178.52.75:8083/udp/239.1.1.22:8022
CCTV-16,http://110.178.52.75:8083/udp/239.1.1.122:8122
CCTV-17,http://110.178.52.75:8083/udp/239.1.1.23:8023
CCTV-风云剧场,http://110.178.52.75:8083/udp/239.1.1.93:8093
CCTV-第一剧场,http://110.178.52.75:8083/udp/239.1.1.94:8094
CCTV-怀旧剧场,http://110.178.52.75:8083/udp/239.1.1.95:8095
湖南卫视,http://110.178.52.75:8083/udp/239.1.1.28:8028
四川卫视,http://110.178.52.75:8083/udp/239.1.1.29:8029
东方卫视,http://110.178.52.75:8083/udp/239.1.1.31:8031
浙江卫视,http://110.178.52.75:8083/udp/239.1.1.38:8038
深圳卫视,http://110.178.52.75:8083/udp/239.1.1.39:8039
广西卫视,http://110.178.52.75:8083/udp/239.1.1.40:8040
北京卫视,http://110.178.52.75:8083/udp/239.1.1.41:8041
湖北卫视,http://110.178.52.75:8083/udp/239.1.1.32:8032
东南卫视,http://110.178.52.75:8083/udp/239.1.1.33:8033
河南卫视,http://110.178.52.75:8083/udp/239.1.1.34:8034
江苏卫视,http://110.178.52.75:8083/udp/239.1.1.35:8035
重庆卫视,http://110.178.52.75:8083/udp/239.1.1.36:8036
黑龙江卫视,http://110.178.52.75:8083/udp/239.1.1.37:8037
辽宁卫视,http://110.178.52.75:8083/udp/239.1.1.42:8042
贵州卫视,http://110.178.52.75:8083/udp/239.1.1.43:8043
安徽卫视,http://110.178.52.75:8083/udp/239.1.1.44:8044
吉林卫视,http://110.178.52.75:8083/udp/239.1.1.30:8030
天津卫视,http://110.178.52.75:8083/udp/239.1.1.46:8046
山东卫视,http://110.178.52.75:8083/udp/239.1.1.47:8047
河北卫视,http://110.178.52.75:8083/udp/239.1.1.48:8048
广东卫视,http://110.178.52.75:8083/udp/239.1.1.49:8049
江西卫视,http://110.178.52.75:8083/udp/239.1.1.52:8052
陕西卫视,http://110.178.52.75:8083/udp/239.1.1.50:8050
甘肃卫视,http://110.178.52.75:8083/udp/239.1.1.51:8051
青海卫视,http://110.178.52.75:8083/udp/239.1.1.53:8053
云南卫视,http://110.178.52.75:8083/udp/239.1.1.54:8054
海南卫视,http://110.178.52.75:8083/udp/239.1.1.55:8055
宁夏卫视,http://110.178.52.75:8083/udp/239.1.1.56:8056
西藏卫视,http://110.178.52.75:8083/udp/239.1.1.57:8057
兵团卫视,http://110.178.52.75:8083/udp/239.1.1.58:8058
新疆卫视,http://110.178.52.75:8083/udp/239.1.1.59:8059
内蒙古卫视,http://110.178.52.75:8083/udp/239.1.1.60:8060
CCTV-女性时尚,http://110.178.52.75:8083/udp/239.1.1.89:8089
CCTV-电视指南,http://110.178.52.75:8083/udp/239.1.1.90:8090
CCTV-文化精品,http://110.178.52.75:8083/udp/239.1.1.91:8091
CCTV-风云音乐,http://110.178.52.75:8083/udp/239.1.1.96:8096
CCTV-兵器科技,http://110.178.52.75:8083/udp/239.1.1.97:8097
CCTV-世界地理,http://110.178.52.75:8083/udp/239.1.1.99:8099
CCTV-央视台球,http://110.178.52.75:8083/udp/239.1.1.100:8100
CCTV-风云足球,http://110.178.52.75:8083/udp/239.1.1.101:8101
CCTV-高尔夫网球,http://110.178.52.75:8083/udp/239.1.1.102:8102
中国教育电视台1,http://110.178.52.75:8083/udp/239.1.1.65:8065
中国教育电视台2,http://110.178.52.75:8083/udp/239.1.1.66:8066
中国教育电视台4,http://110.178.52.75:8083/udp/239.1.1.67:8067
环球奇观,http://110.178.52.75:8083/udp/239.1.1.98:8098
发现之旅,http://110.178.52.75:8083/udp/239.1.1.103:8103
纪实人文,http://110.178.52.75:8083/udp/239.1.1.45:8045
中学生,http://110.178.52.75:8083/udp/239.1.1.104:8104
金鹰卡通,http://110.178.52.75:8083/udp/239.1.1.61:8061
卡酷少儿,http://110.178.52.75:8083/udp/239.1.1.62:8062
金鹰纪实,http://110.178.52.75:8083/udp/239.1.1.63:8063
哈哈炫动,http://110.178.52.75:8083/udp/239.1.1.64:8064
嘉佳卡通,http://110.178.52.75:8083/udp/239.1.1.68:8068
大湾区卫视,http://110.178.52.75:8083/udp/239.1.1.69:8069
三沙卫视,http://110.178.52.75:8083/udp/239.1.1.70:8070
厦门卫视,http://110.178.52.75:8083/udp/239.1.1.71:8071
优漫卡通,http://110.178.52.75:8083/udp/239.1.1.72:8072
农林卫视,http://110.178.52.75:8083/udp/239.1.1.73:8073
山东教育,http://110.178.52.75:8083/udp/239.1.1.74:8074
魅力足球,http://110.178.52.75:8083/udp/239.1.1.75:8075
生活时尚,http://110.178.52.75:8083/udp/239.1.1.76:8076
茶频道,http://110.178.52.75:8083/udp/239.1.1.77:8077
法治天地,http://110.178.52.75:8083/udp/239.1.1.79:8079
动漫秀场,http://110.178.52.75:8083/udp/239.1.1.80:8080
都市剧场,http://110.178.52.75:8083/udp/239.1.1.81:8081
金色学堂,http://110.178.52.75:8083/udp/239.1.1.82:8082
游戏风云,http://110.178.52.75:8083/udp/239.1.1.83:8083
乐游,http://110.178.52.75:8083/udp/239.1.1.84:8084
东方财经,http://110.178.52.75:8083/udp/239.1.1.85:8085
快乐垂钓,http://110.178.52.75:8083/udp/239.1.1.86:8086
老故事,http://110.178.52.75:8083/udp/239.1.1.87:8087
书画频道,http://110.178.52.75:8083/udp/239.1.1.88:8088
汽摩,http://110.178.52.75:8083/udp/239.1.1.92:8092
百姓健康,http://110.178.52.75:8083/udp/239.1.1.105:8105
中华特产,http://110.178.52.75:8083/udp/239.1.1.106:8106
中国天气,http://110.178.52.75:8083/udp/239.1.1.107:8107
证券服务,http://110.178.52.75:8083/udp/239.1.1.108:8108
车迷频道,http://110.178.52.75:8083/udp/239.1.1.109:8109
生态环境,http://110.178.52.75:8083/udp/239.1.1.110:8110
四海钓鱼,http://110.178.52.75:8083/udp/239.1.1.111:8111
财富天下,http://110.178.52.75:8083/udp/239.1.1.113:8113
优优宝贝,http://110.178.52.75:8083/udp/239.1.1.114:8114
环球旅游,http://110.178.52.75:8083/udp/239.1.1.116:8116
晋中综合,http://110.178.52.75:8083/udp/239.1.1.120:8120
晋中公共,http://110.178.52.75:8083/udp/239.1.1.121:8121
运城1台,http://110.178.52.75:8083/udp/239.1.1.123:8123
运城2台,http://110.178.52.75:8083/udp/239.1.1.124:8124
盐湖频道,http://110.178.52.75:8083/udp/239.1.1.125:8125
天津联通,#genre#
天津卫视,http://218.68.52.122:8888/udp/225.1.1.111:5002
天津新闻,http://218.68.52.122:8888/udp/225.1.1.130:5002
天津文艺,http://218.68.52.122:8888/udp/225.1.1.131:5002
天津影视,http://218.68.52.122:8888/udp/225.1.1.149:5002
天津都市,http://218.68.52.122:8888/udp/225.1.1.128:5002
天津体育,http://218.68.52.122:8888/udp/225.1.1.122:5002
天津科教,http://218.68.52.122:8888/udp/225.1.1.129:5002
天津少儿,http://218.68.52.122:8888/udp/225.1.1.125:5002
天津IPTV,http://218.68.52.122:8888/udp/225.1.2.123:5002
CCTV-1,http://218.68.52.122:8888/udp/225.1.1.120:5002
CCTV-2,http://218.68.52.122:8888/udp/225.1.1.133:5002
CCTV-3,http://218.68.52.122:8888/udp/225.1.1.158:5002
CCTV-4,http://218.68.52.122:8888/udp/225.1.1.150:5002
CCTV-5,http://218.68.52.122:8888/udp/225.1.1.160:5002
CCTV-5+,http://218.68.52.122:8888/udp/225.1.1.121:5002
CCTV-6,http://218.68.52.122:8888/udp/225.1.1.195:5002
CCTV-7,http://218.68.52.122:8888/udp/225.1.1.138:5002
CCTV-8,http://218.68.52.122:8888/udp/225.1.1.196:5002
CCTV-9,http://218.68.52.122:8888/udp/225.1.1.119:5002
CCTV-10,http://218.68.52.122:8888/udp/225.1.1.140:5002
CCTV-11,http://218.68.52.122:8888/udp/225.1.2.192:5002
CCTV-12,http://218.68.52.122:8888/udp/225.1.1.142:5002
CCTV-13,http://218.68.52.122:8888/udp/225.1.2.193:5002
CCTV-14,http://218.68.52.122:8888/udp/225.1.1.144:5002
CCTV-15,http://218.68.52.122:8888/udp/225.1.2.194:5002
CCTV-16,http://218.68.52.122:8888/udp/225.1.2.237:5002
CCTV-17,http://218.68.52.122:8888/udp/225.1.2.52:5002
CCTV-第一剧场,http://218.68.52.122:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://218.68.52.122:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://218.68.52.122:8888/udp/225.1.2.174:5002
安徽卫视,http://218.68.52.122:8888/udp/225.1.1.127:5002
北京卫视,http://218.68.52.122:8888/udp/225.1.1.113:5002
东方卫视,http://218.68.52.122:8888/udp/225.1.2.31:5002
湖北卫视,http://218.68.52.122:8888/udp/225.1.1.147:5002
湖南卫视,http://218.68.52.122:8888/udp/225.1.1.114:5002
浙江卫视,http://218.68.52.122:8888/udp/225.1.1.112:5002
江苏卫视,http://218.68.52.122:8888/udp/225.1.1.126:5002
江西卫视,http://218.68.52.122:8888/udp/225.1.2.29:5002
甘肃卫视,http://218.68.52.122:8888/udp/225.1.1.30:5002
广东卫视,http://218.68.52.122:8888/udp/225.1.1.116:5002
深圳卫视,http://218.68.52.122:8888/udp/225.1.1.117:5002
贵州卫视,http://218.68.52.122:8888/udp/225.1.2.28:5002
海南卫视,http://218.68.52.122:8888/udp/225.1.2.82:5002
三沙卫视,http://218.68.52.122:8888/udp/225.1.2.181:5002
河南卫视,http://218.68.52.122:8888/udp/225.1.2.61:5002
吉林卫视,http://218.68.52.122:8888/udp/225.1.2.26:5002
黑龙江卫视,http://218.68.52.122:8888/udp/225.1.1.115:5002
辽宁卫视,http://218.68.52.122:8888/udp/225.1.1.154:5002
内蒙古卫视,http://218.68.52.122:8888/udp/225.1.1.32:5002
宁夏卫视,http://218.68.52.122:8888/udp/225.1.1.56:5002
青海卫视,http://218.68.52.122:8888/udp/225.1.1.54:5002
山西卫视,http://218.68.52.122:8888/udp/225.1.1.50:5002
陕西卫视,http://218.68.52.122:8888/udp/225.1.1.41:5002
四川卫视,http://218.68.52.122:8888/udp/225.1.1.123:5002
西藏卫视,http://218.68.52.122:8888/udp/225.1.1.51:5002
新疆卫视,http://218.68.52.122:8888/udp/225.1.1.35:5002
兵团卫视,http://218.68.52.122:8888/udp/225.1.1.57:5002
广西卫视,http://218.68.52.122:8888/udp/225.1.2.81:5002
云南卫视,http://218.68.52.122:8888/udp/225.1.1.61:5002
重庆卫视,http://218.68.52.122:8888/udp/225.1.1.155:5002
河北卫视,http://218.68.52.122:8888/udp/225.1.2.27:5002
CCTV-兵器科技,http://218.68.52.122:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://218.68.52.122:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://218.68.52.122:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://218.68.52.122:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://218.68.52.122:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://218.68.52.122:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://218.68.52.122:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://218.68.52.122:8888/udp/225.1.2.177:5002
CCTV-台球,http://218.68.52.122:8888/udp/225.1.2.170:5002
保定卫视,http://218.68.52.122:8888/udp/225.1.1.83:5002
山东教育卫视,http://218.68.52.122:8888/udp/225.1.2.118:5002
河东卫视,http://218.68.52.122:8888/udp/225.1.2.2:5002
河西卫视,http://218.68.52.122:8888/udp/225.1.2.4:5002
蓟州卫视,http://218.68.52.122:8888/udp/225.1.1.82:5002
静海卫视,http://218.68.52.122:8888/udp/225.1.1.110:5002
滨海1,http://218.68.52.122:8888/udp/225.1.2.7:5002
滨海2,http://218.68.52.122:8888/udp/225.1.2.8:5002
大港油田企业,http://218.68.52.122:8888/udp/225.1.2.14:5002
4K私享家,http://218.68.52.122:8888/udp/225.1.1.156:5002
4K影视,http://218.68.52.122:8888/udp/225.1.2.190:5002
CETV早期教育,http://218.68.52.122:8888/udp/225.1.2.207:5002
CGTN,http://218.68.52.122:8888/udp/225.1.1.27:5002
CGTN纪录,http://218.68.52.122:8888/udp/225.1.1.55:5002
CHC动作电影,http://218.68.52.122:8888/udp/225.1.1.215:5002
CHC高清电影,http://218.68.52.122:8888/udp/225.1.1.214:5002
CHC家庭影院,http://218.68.52.122:8888/udp/225.1.1.213:5002
FTV足球,http://218.68.52.122:8888/udp/225.1.2.83:5002
GTV网络棋牌,http://218.68.52.122:8888/udp/225.1.1.217:5002
GTV游戏竞技,http://218.68.52.122:8888/udp/225.1.1.222:5002
财富天下,http://218.68.52.122:8888/udp/225.1.2.198:5002
茶频道,http://218.68.52.122:8888/udp/225.1.2.19:5002
车迷频道,http://218.68.52.122:8888/udp/225.1.2.199:5002
东方财经,http://218.68.52.122:8888/udp/225.1.1.247:5002
动漫秀场,http://218.68.52.122:8888/udp/225.1.1.134:5002
都市剧场,http://218.68.52.122:8888/udp/225.1.1.146:5002
法制天地,http://218.68.52.122:8888/udp/225.1.1.237:5002
风尚生活,http://218.68.52.122:8888/udp/225.1.2.58:5002
哈哈炫动,http://218.68.52.122:8888/udp/225.1.1.62:5002
欢乐动漫,http://218.68.52.122:8888/udp/225.1.1.132:5002
欢笑剧场4K,http://218.68.52.122:8888/udp/225.1.1.139:5002
环球旅游,http://218.68.52.122:8888/udp/225.1.2.200:5002
环球奇观,http://218.68.52.122:8888/udp/225.1.1.197:5002
极速汽车,http://218.68.52.122:8888/udp/225.1.1.141:5002
纪实人文,http://218.68.52.122:8888/udp/225.1.2.25:5002
金色学堂,http://218.68.52.122:8888/udp/225.1.1.236:5002
金鹰纪实,http://218.68.52.122:8888/udp/225.1.1.124:5002
金鹰卡通,http://218.68.52.122:8888/udp/225.1.2.236:5002
靓妆,http://218.68.52.122:8888/udp/225.1.1.200:5002
卡酷少儿,http://218.68.52.122:8888/udp/225.1.1.58:5002
快乐垂钓,http://218.68.52.122:8888/udp/225.1.1.92:5002
快乐生活,http://218.68.52.122:8888/udp/225.1.2.24:5002
乐游,http://218.68.52.122:8888/udp/225.1.1.145:5002
梨园频道,http://218.68.52.122:8888/udp/225.1.2.104:5002
每日影院,http://218.68.52.122:8888/udp/225.1.2.57:5002
魅力足球,http://218.68.52.122:8888/udp/225.1.1.137:5002
汽摩,http://218.68.52.122:8888/udp/225.1.1.205:5002
三角英语,http://218.68.52.122:8888/udp/225.1.2.182:5002
生活时尚,http://218.68.52.122:8888/udp/225.1.1.143:5002
生态环境,http://218.68.52.122:8888/udp/225.1.2.201:5002
书法,http://218.68.52.122:8888/udp/225.1.2.22:5002
四海钓鱼,http://218.68.52.122:8888/udp/225.1.2.202:5002
陶瓷,http://218.68.52.122:8888/udp/225.1.1.153:5002
文物宝库,http://218.68.52.122:8888/udp/225.1.2.105:5002
